날짜,종가,오픈,고가,저가,거래량,변동 %
2017년 11월 02일,"7,024.80","6,737.80","7,339.90","6,737.80",238.80K,4.26%
2017년 11월 01일,"6,737.80","6,449.10","6,738.70","6,355.00",133.19K,4.44%
2017년 10월 31일,"6,451.20","6,124.30","6,467.20","6,090.80",101.25K,5.34%
2017년 10월 30일,"6,124.30","6,147.70","6,226.20","6,019.00",78.62K,-0.38%
2017년 10월 29일,"6,147.50","5,726.60","6,295.40","5,679.40",163.06K,7.35%
2017년 10월 28일,"5,726.60","5,764.60","5,871.00","5,654.80",53.23K,-0.66%
2017년 10월 27일,"5,764.60","5,887.60","5,997.80","5,692.30",83.93K,-2.09%
2017년 10월 26일,"5,887.60","5,734.00","5,970.40","5,689.90",93.68K,2.68%
2017년 10월 25일,"5,734.00","5,513.10","5,748.00","5,375.60",105.84K,4.01%
2017년 10월 24일,"5,513.10","5,903.60","5,904.60","5,463.40",143.74K,-6.62%
2017년 10월 23일,"5,903.60","5,982.90","6,049.00","5,644.20",137.14K,-1.32%
2017년 10월 22일,"5,982.90","6,006.60","6,070.60","5,723.00",105.03K,-0.40%
2017년 10월 21일,"6,006.60","5,993.10","6,187.20","5,874.50",112.94K,0.23%
2017년 10월 20일,"5,993.10","5,698.60","6,075.30","5,611.40",123.86K,5.17%
2017년 10월 19일,"5,698.60","5,576.70","5,737.40","5,517.60",83.06K,2.20%
2017년 10월 18일,"5,575.80","5,598.60","5,601.30","5,114.90",122.02K,-0.41%
2017년 10월 17일,"5,598.60","5,759.30","5,773.30","5,521.10",65.64K,-2.79%
2017년 10월 16일,"5,759.30","5,677.40","5,795.30","5,576.10",61.36K,1.25%
2017년 10월 15일,"5,688.10","5,824.70","5,862.70","5,448.20",101.64K,-2.34%
2017년 10월 14일,"5,824.70","5,637.30","5,839.60","5,568.90",76.22K,3.33%
2017년 10월 13일,"5,637.30","5,432.60","5,852.80","5,392.00",215.02K,3.77%
2017년 10월 12일,"5,432.60","4,824.20","5,432.60","4,815.00",163.92K,12.61%
2017년 10월 11일,"4,824.20","4,763.40","4,874.90","4,718.60",70.48K,1.28%
2017년 10월 10일,"4,763.40","4,777.50","4,930.00","4,722.80",98.49K,-0.30%
2017년 10월 09일,"4,777.50","4,611.70","4,875.40","4,556.10",110.19K,3.59%
2017년 10월 08일,"4,611.70","4,435.80","4,622.90","4,419.40",71.37K,3.97%
2017년 10월 07일,"4,435.80","4,371.90","4,472.90","4,319.50",40.20K,1.46%
2017년 10월 06일,"4,371.90","4,321.40","4,422.10","4,296.90",61.69K,1.17%
2017년 10월 05일,"4,321.40","4,218.70","4,365.80","4,143.40",63.61K,2.44%
2017년 10월 04일,"4,218.70","4,314.20","4,355.30","4,183.60",64.08K,-2.21%
2017년 10월 03일,"4,314.20","4,401.30","4,436.00","4,230.70",81.87K,-1.98%
2017년 10월 02일,"4,401.30","4,403.10","4,477.40","4,364.70",71.20K,-0.04%
2017년 10월 01일,"4,403.10","4,360.60","4,412.60","4,258.30",60.58K,0.97%
2017년 09월 30일,"4,360.60","4,172.80","4,383.30","4,164.30",67.49K,4.50%
2017년 09월 29일,"4,172.80","4,195.60","4,237.50","4,030.40",97.80K,-0.54%
2017년 09월 28일,"4,195.60","4,212.20","4,274.60","4,112.90",92.23K,-0.39%
2017년 09월 27일,"4,212.20","3,892.70","4,232.40","3,882.10",117.60K,8.21%
2017년 09월 26일,"3,892.70","3,932.80","3,982.30","3,858.80",63.25K,-1.02%
2017년 09월 25일,"3,932.80","3,667.50","3,971.50","3,665.70",100.20K,7.23%
2017년 09월 24일,"3,667.50","3,788.00","3,790.90","3,633.90",49.66K,-3.18%
2017년 09월 23일,"3,788.00","3,600.80","3,813.40","3,563.20",67.82K,5.20%
2017년 09월 22일,"3,600.80","3,617.30","3,753.50","3,505.80",114.72K,-0.45%
2017년 09월 21일,"3,617.30","3,882.20","3,912.80","3,576.50",145.13K,-6.82%
2017년 09월 20일,"3,882.20","3,908.00","4,053.00","3,846.80",86.65K,-0.66%
2017년 09월 19일,"3,908.00","4,100.30","4,120.70","3,852.20",123.22K,-4.69%
2017년 09월 18일,"4,100.30","3,689.60","4,122.80","3,689.00",147.93K,11.13%
2017년 09월 17일,"3,689.60","3,698.90","3,796.60","3,485.80",96.07K,-0.25%
2017년 09월 16일,"3,698.90","3,713.80","3,893.70","3,551.80",169.36K,-0.40%
2017년 09월 15일,"3,713.80","3,243.10","3,824.40","2,979.90",448.55K,14.51%
2017년 09월 14일,"3,243.10","3,870.30","3,930.70","3,219.00",317.59K,-16.21%
2017년 09월 13일,"3,870.30","4,158.90","4,174.60","3,752.00",186.54K,-6.94%
2017년 09월 12일,"4,158.90","4,217.90","4,387.80","4,075.00",107.04K,-1.40%
2017년 09월 11일,"4,217.90","4,245.90","4,364.40","4,134.60",88.76K,-0.66%
2017년 09월 10일,"4,245.90","4,335.10","4,338.10","4,032.10",108.08K,-2.06%
2017년 09월 09일,"4,335.10","4,326.50","4,402.10","4,185.30",77.09K,0.20%
2017년 09월 08일,"4,326.50","4,635.60","4,699.60","4,130.90",180.36K,-6.67%
2017년 09월 07일,"4,635.60","4,618.70","4,690.50","4,493.20",70.53K,0.37%
2017년 09월 06일,"4,618.70","4,409.10","4,660.00","4,401.50",110.93K,4.75%
2017년 09월 05일,"4,409.10","4,267.50","4,496.70","4,004.60",158.41K,3.32%
2017년 09월 04일,"4,267.50","4,612.90","4,621.00","4,098.60",170.40K,-7.49%
2017년 09월 03일,"4,612.90","4,573.80","4,719.80","4,397.70",102.82K,0.86%
2017년 09월 02일,"4,573.80","4,921.90","4,976.50","4,448.60",160.77K,-7.07%
2017년 09월 01일,"4,921.90","4,735.10","4,925.20","4,690.20",102.01K,3.94%
2017년 08월 31일,"4,735.10","4,583.00","4,765.10","4,580.10",72.29K,3.32%
2017년 08월 30일,"4,583.00","4,597.30","4,644.10","4,491.80",68.47K,-0.31%
2017년 08월 29일,"4,597.30","4,390.30","4,647.80","4,350.20",100.80K,4.71%
2017년 08월 28일,"4,390.30","4,345.80","4,403.10","4,195.20",75.49K,1.03%
2017년 08월 27일,"4,345.80","4,352.30","4,408.20","4,321.10",42.52K,-0.15%
2017년 08월 26일,"4,352.30","4,364.40","4,379.30","4,263.30",46.16K,-0.28%
2017년 08월 25일,"4,364.40","4,318.40","4,461.70","4,292.60",82.90K,1.07%
2017년 08월 24일,"4,318.40","4,141.10","4,364.10","4,111.70",72.36K,4.28%
2017년 08월 23일,"4,141.10","4,089.70","4,255.60","4,070.50",96.65K,1.26%
2017년 08월 22일,"4,089.70","4,005.10","4,142.70","3,612.20",169.14K,2.11%
2017년 08월 21일,"4,005.10","4,066.60","4,097.30","3,966.90",90.65K,-1.51%
2017년 08월 20일,"4,066.60","4,150.50","4,182.30","4,034.40",70.16K,-2.02%
2017년 08월 19일,"4,150.50","4,105.40","4,189.70","3,957.50",113.72K,1.10%
2017년 08월 18일,"4,105.40","4,278.90","4,362.70","3,978.30",144.40K,-4.06%
2017년 08월 17일,"4,278.90","4,387.40","4,487.50","4,194.10",127.48K,-2.47%
2017년 08월 16일,"4,387.40","4,161.70","4,398.10","3,938.60",112.90K,5.42%
2017년 08월 15일,"4,161.70","4,327.90","4,436.50","3,837.10",211.58K,-3.84%
2017년 08월 14일,"4,327.90","4,062.60","4,336.70","3,978.90",128.46K,6.53%
2017년 08월 13일,"4,062.60","3,871.60","4,189.40","3,847.30",158.59K,4.93%
2017년 08월 12일,"3,871.60","3,654.40","3,967.30","3,611.40",123.59K,5.94%
2017년 08월 11일,"3,654.40","3,425.70","3,706.50","3,409.80",97.56K,6.68%
2017년 08월 10일,"3,425.70","3,348.80","3,453.80","3,322.90",71.00K,2.30%
2017년 08월 09일,"3,348.80","3,429.40","3,437.10","3,251.00",97.06K,-2.35%
2017년 08월 08일,"3,429.40","3,401.90","3,494.90","3,357.10",106.94K,0.81%
2017년 08월 07일,"3,401.90","3,232.00","3,425.10","3,198.50",88.11K,5.26%
2017년 08월 06일,"3,232.00","3,262.80","3,295.10","3,166.50",60.66K,-0.94%
2017년 08월 05일,"3,262.80","2,878.50","3,344.00","2,875.90",159.40K,13.35%
2017년 08월 04일,"2,878.50","2,810.00","2,892.70","2,779.50",68.76K,2.44%
2017년 08월 03일,"2,810.00","2,720.50","2,822.90","2,717.60",68.10K,3.29%
2017년 08월 02일,"2,720.50","2,747.00","2,773.80","2,668.90",81.82K,-0.96%
2017년 08월 01일,"2,747.00","2,883.30","2,946.00","2,659.60",123.17K,-4.73%
2017년 07월 31일,"2,883.30","2,766.50","2,916.30","2,723.10",91.12K,4.22%
2017년 07월 30일,"2,766.50","2,733.50","2,773.10","2,621.70",82.72K,1.21%
2017년 07월 29일,"2,733.50","2,806.80","2,812.10","2,699.40",84.49K,-2.61%
2017년 07월 28일,"2,806.80","2,691.90","2,843.80","2,683.60",138.91K,4.27%
2017년 07월 27일,"2,691.90","2,559.20","2,712.90","2,547.70",103.83K,5.18%
2017년 07월 26일,"2,559.20","2,582.60","2,631.70","2,441.50",135.50K,-0.90%
2017년 07월 25일,"2,582.60","2,763.40","2,779.10","2,472.60",205.88K,-6.54%
2017년 07월 24일,"2,763.40","2,756.60","2,798.90","2,715.70",83.01K,0.25%
2017년 07월 23일,"2,756.60","2,836.50","2,856.70","2,675.60",108.23K,-2.82%
2017년 07월 22일,"2,836.50","2,675.10","2,876.70","2,658.60",121.92K,6.04%
2017년 07월 21일,"2,675.10","2,866.00","2,874.00","2,622.50",193.76K,-6.66%
2017년 07월 20일,"2,866.00","2,282.60","2,932.80","2,282.10",310.34K,25.56%
2017년 07월 19일,"2,282.60","2,320.20","2,412.40","2,243.10",154.32K,-1.62%
2017년 07월 18일,"2,320.20","2,233.40","2,400.70","2,164.60",202.62K,3.89%
2017년 07월 17일,"2,233.40","1,914.10","2,233.80","1,913.80",176.89K,16.68%
2017년 07월 16일,"1,914.10","1,975.10","2,044.40","1,809.00",189.64K,-3.09%
2017년 07월 15일,"1,975.10","2,234.20","2,237.10","1,974.00",155.32K,-11.60%
2017년 07월 14일,"2,234.20","2,362.40","2,370.50","2,165.40",114.41K,-5.43%
2017년 07월 13일,"2,362.40","2,403.10","2,436.70","2,335.00",88.17K,-1.69%
2017년 07월 12일,"2,403.10","2,324.30","2,424.80","2,262.10",109.52K,3.39%
2017년 07월 11일,"2,324.30","2,344.00","2,412.80","2,265.50",146.63K,-0.84%
2017년 07월 10일,"2,344.00","2,511.40","2,530.30","2,271.80",123.80K,-6.67%
2017년 07월 09일,"2,511.40","2,564.90","2,576.70","2,509.60",39.16K,-2.08%
2017년 07월 08일,"2,564.90","2,513.90","2,568.70","2,480.60",54.51K,2.03%
2017년 07월 07일,"2,513.90","2,614.20","2,617.50","2,484.70",90.45K,-3.84%
2017년 07월 06일,"2,614.20","2,627.90","2,634.80","2,581.80",60.16K,-0.52%
2017년 07월 05일,"2,627.90","2,617.30","2,642.70","2,562.00",89.72K,0.40%
2017년 07월 04일,"2,617.30","2,572.50","2,658.70","2,570.00",80.68K,1.74%
2017년 07월 03일,"2,572.50","2,536.50","2,617.50","2,506.30",83.42K,1.42%
2017년 07월 02일,"2,536.50","2,424.60","2,555.30","2,375.90",67.76K,4.61%
2017년 07월 01일,"2,424.60","2,480.60","2,529.60","2,387.50",66.32K,-2.26%
2017년 06월 30일,"2,480.60","2,558.40","2,576.30","2,469.50",73.00K,-3.04%
2017년 06월 29일,"2,558.40","2,577.70","2,605.90","2,526.50",75.32K,-0.75%
2017년 06월 28일,"2,577.70","2,583.80","2,616.90","2,490.10",110.42K,-0.23%
2017년 06월 27일,"2,583.80","2,446.10","2,585.10","2,309.60",159.26K,5.63%
2017년 06월 26일,"2,446.10","2,541.60","2,584.80","2,327.30",165.83K,-3.76%
2017년 06월 25일,"2,541.60","2,590.10","2,660.70","2,472.40",86.97K,-1.87%
2017년 06월 24일,"2,590.10","2,710.40","2,741.60","2,540.40",86.96K,-4.44%
2017년 06월 23일,"2,710.40","2,722.80","2,759.70","2,699.50",56.94K,-0.46%
2017년 06월 22일,"2,722.80","2,677.60","2,757.30","2,623.20",78.30K,1.69%
2017년 06월 21일,"2,677.60","2,754.40","2,804.40","2,624.40",116.03K,-2.79%
2017년 06월 20일,"2,754.40","2,616.80","2,800.50","2,614.00",111.30K,5.26%
2017년 06월 19일,"2,616.80","2,539.60","2,617.80","2,518.80",81.83K,3.04%
2017년 06월 18일,"2,539.60","2,655.10","2,676.00","2,488.60",92.00K,-4.35%
2017년 06월 17일,"2,655.10","2,508.60","2,690.70","2,454.80",95.95K,5.84%
2017년 06월 16일,"2,508.60","2,442.50","2,536.40","2,335.30",117.21K,2.71%
2017년 06월 15일,"2,442.50","2,467.30","2,521.60","2,125.60",262.79K,-1.01%
2017년 06월 14일,"2,467.30","2,713.00","2,803.70","2,349.00",174.19K,-9.06%
2017년 06월 13일,"2,713.00","2,656.80","2,784.80","2,647.40",116.74K,2.12%
2017년 06월 12일,"2,656.80","2,973.40","2,985.10","2,483.60",217.96K,-10.65%
2017년 06월 11일,"2,973.40","2,900.30","2,977.90","2,867.30",83.03K,2.52%
2017년 06월 10일,"2,900.30","2,811.40","2,914.20","2,807.40",86.52K,3.16%
2017년 06월 09일,"2,811.40","2,798.80","2,852.10","2,786.10",67.05K,0.45%
2017년 06월 08일,"2,798.80","2,691.50","2,808.40","2,623.60",95.42K,3.99%
2017년 06월 07일,"2,691.50","2,870.50","2,880.90","2,626.60",122.68K,-6.24%
2017년 06월 06일,"2,870.50","2,705.00","2,931.20","2,699.70",192.23K,6.12%
2017년 06월 05일,"2,705.00","2,524.10","2,705.40","2,523.90",86.69K,7.17%
2017년 06월 04일,"2,524.10","2,545.40","2,559.80","2,478.20",59.48K,-0.84%
2017년 06월 03일,"2,545.40","2,492.60","2,582.80","2,449.90",70.96K,2.12%
2017년 06월 02일,"2,492.60","2,412.60","2,494.00","2,385.60",83.03K,3.31%
2017년 06월 01일,"2,412.60","2,303.30","2,460.80","2,303.30",122.70K,4.75%
2017년 05월 31일,"2,303.30","2,192.60","2,330.60","2,168.40",117.75K,5.05%
2017년 05월 30일,"2,192.60","2,278.20","2,329.30","2,147.10",120.96K,-3.76%
2017년 05월 29일,"2,278.20","2,189.00","2,337.40","2,117.30",92.24K,4.07%
2017년 05월 28일,"2,189.00","2,052.40","2,300.50","2,051.10",125.00K,6.66%
2017년 05월 27일,"2,052.40","2,244.90","2,322.40","1,868.60",222.95K,-8.57%
2017년 05월 26일,"2,244.90","2,307.00","2,616.50","2,051.40",191.49K,-2.70%
2017년 05월 25일,"2,307.20","2,445.30","2,781.80","2,210.50",248.44K,-5.65%
2017년 05월 24일,"2,445.30","2,272.60","2,497.00","2,263.30",149.26K,7.60%
2017년 05월 23일,"2,272.60","2,124.40","2,286.30","2,110.80",114.18K,6.97%
2017년 05월 22일,"2,124.40","2,044.20","2,264.80","1,998.60",174.38K,3.92%
2017년 05월 21일,"2,044.20","2,040.20","2,094.90","1,980.10",78.78K,0.20%
2017년 05월 20일,"2,040.20","1,962.00","2,048.40","1,944.40",89.86K,3.98%
2017년 05월 19일,"1,962.00","1,881.00","1,969.70","1,875.30",98.76K,4.31%
2017년 05월 18일,"1,881.00","1,801.30","1,980.50","1,791.10",73.10K,4.42%
2017년 05월 17일,"1,801.30","1,729.30","1,842.80","1,704.00",94.62K,4.16%
2017년 05월 16일,"1,729.30","1,708.90","1,752.60","1,653.70",75.54K,1.19%
2017년 05월 15일,"1,708.90","1,772.60","1,776.70","1,656.80",80.24K,-3.59%
2017년 05월 14일,"1,772.60","1,763.70","1,802.80","1,736.10",40.64K,0.50%
2017년 05월 13일,"1,763.70","1,686.40","1,770.50","1,594.60",75.47K,4.59%
2017년 05월 12일,"1,686.40","1,819.30","1,822.50","1,641.20",109.34K,-7.31%
2017년 05월 11일,"1,819.30","1,752.30","1,864.80","1,741.50",109.01K,3.82%
2017년 05월 10일,"1,752.30","1,697.50","1,766.20","1,665.00",89.68K,3.23%
2017년 05월 09일,"1,697.50","1,664.50","1,757.40","1,620.00",127.23K,1.98%
2017년 05월 08일,"1,664.50","1,554.40","1,667.70","1,552.90",107.23K,7.08%
2017년 05월 07일,"1,554.40","1,545.30","1,572.90","1,495.20",71.36K,0.59%
2017년 05월 06일,"1,545.30","1,507.80","1,560.40","1,503.90",59.60K,2.49%
2017년 05월 05일,"1,507.80","1,516.80","1,588.10","1,485.00",120.38K,-0.59%
2017년 05월 04일,"1,516.80","1,485.60","1,609.80","1,437.10",136.71K,2.10%
2017년 05월 03일,"1,485.60","1,445.90","1,496.40","1,424.10",81.72K,2.74%
2017년 05월 02일,"1,445.90","1,415.80","1,471.10","1,394.80",70.01K,2.13%
2017년 05월 01일,"1,415.80","1,351.90","1,448.70","1,342.80",100.44K,4.73%
2017년 04월 30일,"1,351.90","1,336.30","1,358.90","1,309.70",40.64K,1.17%
2017년 04월 29일,"1,336.30","1,329.60","1,343.70","1,314.20",40.97K,0.50%
2017년 04월 28일,"1,329.60","1,332.90","1,356.20","1,287.60",77.57K,-0.25%
2017년 04월 27일,"1,332.90","1,286.60","1,346.80","1,285.30",61.77K,3.60%
2017년 04월 26일,"1,286.60","1,264.30","1,309.20","1,263.00",58.91K,1.77%
2017년 04월 25일,"1,264.30","1,248.20","1,272.60","1,244.20",43.89K,1.29%
2017년 04월 24일,"1,248.20","1,249.10","1,256.40","1,234.90",38.54K,-0.08%
2017년 04월 23일,"1,249.10","1,240.90","1,256.20","1,223.10",42.61K,0.66%
2017년 04월 22일,"1,240.90","1,249.60","1,257.00","1,215.80",43.82K,-0.70%
2017년 04월 21일,"1,249.60","1,238.10","1,257.00","1,235.60",41.34K,0.93%
2017년 04월 20일,"1,238.10","1,215.20","1,246.60","1,210.70",55.20K,1.88%
2017년 04월 19일,"1,215.20","1,206.10","1,218.20","1,194.10",43.35K,0.76%
2017년 04월 18일,"1,206.10","1,194.00","1,213.90","1,191.10",52.75K,1.01%
2017년 04월 17일,"1,194.00","1,176.80","1,203.00","1,172.80",46.48K,1.46%
2017년 04월 16일,"1,176.80","1,177.00","1,188.00","1,166.70",18.93K,-0.02%
2017년 04월 15일,"1,177.00","1,177.30","1,194.80",841.5,28.39K,-0.03%
2017년 04월 14일,"1,177.30","1,176.20","1,195.40","1,162.20",47.22K,0.10%
2017년 04월 13일,"1,176.20","1,212.50","1,218.70","1,150.30",66.05K,-3.00%
2017년 04월 12일,"1,212.50","1,220.70","1,225.50","1,207.40",44.78K,-0.67%
2017년 04월 11일,"1,220.70","1,206.70","1,229.60","1,195.80",37.40K,1.16%
2017년 04월 10일,"1,206.70","1,204.30","1,214.90","1,194.80",40.01K,0.20%
2017년 04월 09일,"1,204.30","1,180.80","1,215.10","1,174.00",45.35K,2.00%
2017년 04월 08일,"1,180.80","1,190.50","1,198.20","1,166.70",33.18K,-0.82%
2017년 04월 07일,"1,190.50","1,188.70","1,201.20","1,173.20",59.75K,0.15%
2017년 04월 06일,"1,188.70","1,129.90","1,201.60","1,130.50",92.36K,5.21%
2017년 04월 05일,"1,129.90","1,141.80","1,143.80","1,110.10",69.47K,-1.04%
2017년 04월 04일,"1,141.80","1,147.60","1,161.20","1,122.20",71.00K,-0.50%
2017년 04월 03일,"1,147.60","1,097.40","1,157.90","1,095.60",98.50K,4.57%
2017년 04월 02일,"1,097.40","1,086.10","1,109.50","1,074.20",70.98K,1.04%
2017년 04월 01일,"1,086.10","1,079.10","1,103.70","1,067.50",50.66K,0.65%
2017년 03월 31일,"1,079.10","1,037.90","1,088.20","1,035.20",90.99K,3.97%
2017년 03월 30일,"1,037.90","1,041.90","1,052.70","1,020.90",74.99K,-0.38%
2017년 03월 29일,"1,041.90","1,044.40","1,058.70","1,008.30",68.85K,-0.24%
2017년 03월 28일,"1,044.40","1,045.10","1,068.40","1,015.50",80.00K,-0.07%
2017년 03월 27일,"1,045.10",969.4,"1,048.80",961.8,91.26K,7.81%
2017년 03월 26일,969.4,966.3,"1,004.30",946.7,85.33K,0.32%
2017년 03월 25일,966.3,939.7,996,890.4,127.05K,2.83%
2017년 03월 24일,939.7,"1,035.00","1,038.40",927.3,132.60K,-9.21%
2017년 03월 23일,"1,035.00","1,044.70","1,062.80","1,022.00",56.52K,-0.93%
2017년 03월 22일,"1,044.70","1,121.30","1,121.90",997.8,115.29K,-6.83%
2017년 03월 21일,"1,121.30","1,047.50","1,125.50","1,043.90",92.59K,7.04%
2017년 03월 20일,"1,047.50","1,022.60","1,057.50","1,005.00",61.43K,2.44%
2017년 03월 19일,"1,022.60",971.4,"1,063.70",967.3,106.45K,5.27%
2017년 03월 18일,971.4,"1,071.70","1,103.60",940.2,210.42K,-9.36%
2017년 03월 17일,"1,071.70","1,172.90","1,174.90","1,063.50",163.74K,-8.63%
2017년 03월 16일,"1,172.90","1,253.40","1,260.20","1,119.00",132.77K,-6.43%
2017년 03월 15일,"1,253.40","1,243.10","1,256.90","1,236.40",43.59K,0.83%
2017년 03월 14일,"1,243.10","1,238.20","1,255.50","1,218.40",45.14K,0.40%
2017년 03월 13일,"1,238.20","1,225.10","1,245.60","1,205.60",60.46K,1.07%
2017년 03월 12일,"1,225.10","1,179.20","1,235.50","1,160.90",44.41K,3.89%
2017년 03월 11일,"1,179.20","1,112.40","1,202.70","1,104.80",70.75K,6.01%
2017년 03월 10일,"1,112.40","1,191.30","1,330.40",988.7,190.47K,-6.63%
2017년 03월 09일,"1,191.30","1,147.00","1,207.00","1,129.30",59.86K,3.87%
2017년 03월 08일,"1,147.00","1,232.70","1,242.00","1,136.90",97.88K,-6.95%
2017년 03월 07일,"1,232.70","1,277.00","1,280.90","1,148.70",87.72K,-3.47%
2017년 03월 06일,"1,277.00","1,271.20","1,280.60","1,261.00",31.03K,0.46%
2017년 03월 05일,"1,271.20","1,264.30","1,273.30","1,242.10",25.43K,0.55%
2017년 03월 04일,"1,264.30","1,283.30","1,285.80","1,228.70",38.42K,-1.48%
2017년 03월 03일,"1,283.30","1,255.50","1,291.30","1,250.80",67.28K,2.22%
2017년 03월 02일,"1,255.50","1,222.70","1,287.00","1,212.00",78.49K,2.68%
2017년 03월 01일,"1,222.70","1,189.30","1,225.00","1,154.60",51.15K,2.81%
2017년 02월 28일,"1,189.30","1,188.80","1,208.20","1,175.80",50.58K,0.04%
2017년 02월 27일,"1,188.80","1,171.60","1,195.80","1,164.30",35.47K,1.47%
2017년 02월 26일,"1,171.60","1,149.10","1,177.50","1,130.60",30.77K,1.96%
2017년 02월 25일,"1,149.10","1,176.50","1,180.00","1,116.20",45.86K,-2.33%
2017년 02월 24일,"1,176.50","1,171.90","1,211.70","1,092.40",108.17K,0.39%
2017년 02월 23일,"1,171.90","1,120.50","1,181.60","1,113.50",65.74K,4.59%
2017년 02월 22일,"1,120.50","1,119.00","1,132.30","1,094.80",47.91K,0.13%
2017년 02월 21일,"1,119.00","1,077.60","1,123.00","1,073.50",57.05K,3.85%
2017년 02월 20일,"1,077.60","1,048.90","1,081.80","1,041.00",31.01K,2.73%
2017년 02월 19일,"1,048.90","1,052.30","1,056.50","1,037.70",17.95K,-0.32%
2017년 02월 18일,"1,052.30","1,049.40","1,063.20","1,044.70",25.36K,0.27%
2017년 02월 17일,"1,049.40","1,031.90","1,057.40","1,025.90",45.71K,1.69%
2017년 02월 16일,"1,031.90","1,008.20","1,040.30","1,007.40",38.08K,2.35%
2017년 02월 15일,"1,008.20","1,008.30","1,010.90",999.7,23.36K,-0.01%
2017년 02월 14일,"1,008.30",995.4,"1,013.80",986.5,39.54K,1.30%
2017년 02월 13일,995.4,996.5,"1,007.60",975.1,32.91K,-0.12%
2017년 02월 12일,996.5,"1,008.30","1,007.80",992.5,14.75K,-1.17%
2017년 02월 11일,"1,008.30",997.6,"1,014.30",983.9,28.32K,1.07%
2017년 02월 10일,997.6,979,"1,005.60",947,62.13K,1.91%
2017년 02월 09일,979,"1,055.50","1,073.00",924.7,146.75K,-7.25%
2017년 02월 08일,"1,055.50","1,049.60","1,069.20","1,020.30",65.15K,0.56%
