﻿시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 견소동,202,202,0,송정한신,59.8,202304,3,"19,000",14,1997,경강로2539번길 8,,중개거래,강원 강릉시
강원도 강릉시 견소동,202,202,0,송정한신,84.93,202304,11,"25,500",6,1997,경강로2539번길 8,,중개거래,강원 강릉시
강원도 강릉시 견소동,202,202,0,송정한신,84.93,202304,21,"26,400",7,1997,경강로2539번길 8,,중개거래,강원 강릉시
강원도 강릉시 견소동,202,202,0,송정한신,59.8,202304,25,"19,500",15,1997,경강로2539번길 8,,중개거래,강원 강릉시
강원도 강릉시 교동,1984,1984,0,강릉교동풍림아이원아파트,84.9964,202304,24,"36,300",3,2017,화부산로40번길 29,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202304,7,"24,500",6,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202304,12,"32,000",3,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202304,14,"31,500",11,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202304,22,"24,500",6,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1766,1766,0,교동3주공,59.86,202304,10,"23,000",1,2002,교동광장로 138-12,,중개거래,강원 강릉시
강원도 강릉시 교동,1766,1766,0,교동3주공,59.86,202304,14,"25,000",2,2002,교동광장로 138-12,,중개거래,강원 강릉시
강원도 강릉시 교동,18-16,18,16,교동대림,59.84,202304,7,"18,900",12,1997,수리골길17번길 21,,중개거래,강원 강릉시
강원도 강릉시 교동,18-16,18,16,교동대림,59.84,202304,10,"17,400",17,1997,수리골길17번길 21,,중개거래,강원 강릉시
강원도 강릉시 교동,1773,1773,0,부영1,49.92,202304,12,"14,350",5,1999,정원로 53-4,,중개거래,강원 강릉시
강원도 강릉시 교동,1773,1773,0,부영1,49.92,202304,20,"18,800",6,1999,정원로 53-4,,중개거래,강원 강릉시
강원도 강릉시 교동,1775,1775,0,부영6,59.987,202304,12,"23,000",10,2003,정원로 53-9,,중개거래,강원 강릉시
강원도 강릉시 금학동,07월 05일,7,5,금학상가,83.22,202304,11,"34,500",6,1992,금성로 20,,직거래,-
강원도 강릉시 내곡동,Jan-75,75,1,관동2,49.94,202304,10,"7,000",4,1992,남산초교길12번길 11,,중개거래,강원 강릉시
강원도 강릉시 내곡동,623,623,0,내곡주공,39.69,202304,11,"8,200",5,1989,관대길16번길 6,,중개거래,인천 서구
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202304,3,"17,000",17,1997,강변로 114,,중개거래,강원 강릉시
강원도 강릉시 내곡동,756,756,0,석미모닝파크,84.3,202304,4,"15,000",1,2008,남산초교길11번길 12-5,,직거래,-
강원도 강릉시 노암동,835,835,0,노암2주공,49.22,202304,4,"11,000",4,1984,노가니남길 25,,중개거래,강원 강릉시
강원도 강릉시 노암동,835,835,0,노암2주공,42.74,202304,25,"9,500",1,1984,노가니남길 25,,중개거래,강원 강릉시
강원도 강릉시 노암동,610,610,0,노암남산현대,84.99,202304,5,"20,000",4,1998,남부로125번길 11,,중개거래,강원 강릉시
강원도 강릉시 노암동,610,610,0,노암남산현대,84.99,202304,8,"20,000",4,1998,남부로125번길 11,,중개거래,강원 강릉시
강원도 강릉시 노암동,610,610,0,노암남산현대,59.84,202304,13,"17,800",7,1998,남부로125번길 11,,중개거래,강원 강릉시
강원도 강릉시 노암동,610,610,0,노암남산현대,84.99,202304,27,"20,700",1,1998,남부로125번길 11,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,59.944,202304,7,"15,000",3,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,59.944,202304,11,"17,400",4,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,84.954,202304,20,"27,000",5,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 송정동,1061,1061,0,경포대신도브래뉴로얄카운티,124.837,202304,11,"50,000",9,2007,해안로 93-8,,중개거래,강원 강릉시
강원도 강릉시 송정동,940,940,0,삼우은성,84.96,202304,27,"23,500",8,1992,남강초교1길 55,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,336-1,336,1,근화,59.36,202304,17,"10,500",9,1997,영진2길 12-3,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202304,3,"6,600",5,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202304,5,"6,900",12,1999,연주로 132,20230418,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202304,6,"6,900",12,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202304,19,"6,900",11,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,202304,11,"18,500",12,2005,영진3길 38,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202304,4,"26,000",3,2008,영진3길 15,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202304,15,"11,000",3,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,25.4052,202304,20,"13,000",11,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202304,4,"41,000",9,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,74.71,202304,8,"30,500",4,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202304,11,"33,800",6,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202304,8,"30,000",11,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202304,18,"34,450",7,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,Jan-97,97,1,그린내하우스,82.53,202304,19,"25,500",5,2020,월대산로 85-7,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,202304,8,"33,000",4,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202304,19,"32,000",5,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,202304,23,"34,000",9,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202304,23,"28,000",9,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,202304,15,"12,000",1,1990,강변로 508,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202304,6,"11,600",8,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202304,1,"15,000",14,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202304,1,"15,700",10,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202304,5,"14,000",14,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202304,8,"13,600",6,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202304,8,"16,400",11,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202304,17,"15,000",3,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202304,17,"17,000",4,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202304,17,"17,000",4,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202304,7,"17,000",2,1998,용지로 19,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202304,2,"8,000",6,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202304,8,"9,000",6,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 저동,04월 04일,4,4,경포현대,84.915,202304,6,"35,000",1,1996,경포로463번안길 14,20230410,중개거래,강원 강릉시
강원도 강릉시 저동,04월 04일,4,4,경포현대,84.915,202304,6,"35,000",1,1996,경포로463번안길 14,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202304,7,"12,100",4,2000,연주로 241-7,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202304,20,"13,200",12,2000,연주로 241-7,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202304,21,"12,500",4,2000,연주로 241-7,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,63.18,202304,11,"13,500",6,1991,웃사다리4길 20,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,06월 18일,18,6,동방타워맨션,46.65,202304,6,"7,300",10,1994,매맥이아랫길 24,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202304,5,"6,700",1,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202304,14,"7,200",7,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202304,25,"8,500",3,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,21,21,0,주문진서희스타힐스아파트,74.934,202304,12,"36,000",6,2020,연주로 281-21,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,329-19,329,19,강릉주문진풍림아이원하버뷰,59.45,202304,19,"29,900",10,2019,항구로 40,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,26.207,202304,1,"10,900",6,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202304,4,"10,500",9,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,21.305,202304,8,"10,500",9,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,26.4616,202304,13,"11,800",13,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,59.33,202304,20,"10,000",6,2007,주문북로 147-32,,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,33.471,202304,20,"6,500",4,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 초당동,143,143,0,우성,84.77,202304,7,"23,500",16,1997,연당길 67-15,,중개거래,강원 강릉시
강원도 강릉시 초당동,143,143,0,우성,84.77,202304,25,"23,400",10,1997,연당길 67-15,,중개거래,강원 강릉시
강원도 강릉시 포남동,1278-118,1278,118,강동1,55.857,202304,19,"8,750",1,1989,성덕포남로146번길 14,,중개거래,강원 강릉시
강원도 강릉시 포남동,1183-4,1183,4,강릉7(1183-4),81.28,202304,19,"23,000",6,1990,경강로2301번길 22,,중개거래,강원 강릉시
강원도 강릉시 포남동,422-3,422,3,대인4,19.99,202304,23,"5,100",9,1995,강릉대로469번길 14,,중개거래,강원 강릉시
강원도 강릉시 포남동,898-17,898,17,삼우골든맨션,136.14,202304,15,"30,000",7,1991,용지각길20번길 8,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202304,6,"16,000",13,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202304,8,"16,200",10,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202304,14,"16,000",3,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202304,13,"27,000",3,1994,하평길 41,,중개거래,강원 강릉시
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202304,17,"10,950",5,1981,보래미상길 65,,중개거래,강원 강릉시
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202304,18,"15,000",4,1981,보래미상길 65,,직거래,-
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.961,202304,8,"35,500",8,2007,토성로 39,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.961,202304,14,"34,900",2,2007,토성로 39,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202304,8,"30,000",2,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202304,10,"32,900",19,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202304,13,"31,600",15,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9843,202304,17,"45,800",18,2016,선수촌로 55,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,74.6787,202304,13,"32,500",14,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202304,17,"25,500",8,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,59.9893,202304,6,"31,800",7,2018,회산로383번길 37,,중개거래,강원 강릉시
강원도 고성군 간성읍 상리,443-2,443,2,고성석미모닝파크,57.91,202304,24,"15,000",1,2014,수성로 126,,직거래,-
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202304,5,"13,000",5,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202304,12,"7,300",11,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 토성면 봉포리,381,381,0,봉포스위트엠오션파크,80.4353,202304,4,"25,000",3,2020,광포1길 7,,중개거래,강원 고성군
강원도 고성군 토성면 봉포리,381,381,0,봉포스위트엠오션파크,80.3048,202304,11,"30,000",19,2020,광포1길 7,,중개거래,강원 고성군
강원도 고성군 토성면 천진리,476,476,0,고성천진한신더휴,84.9721,202304,4,"37,500",9,2021,천진7길 29,,중개거래,강원 고성군
강원도 고성군 토성면 천진리,476,476,0,고성천진한신더휴,84.9721,202304,4,"41,000",16,2021,천진7길 29,,직거래,-
강원도 고성군 토성면 천진리,476,476,0,고성천진한신더휴,84.9721,202304,21,"30,000",17,2021,천진7길 29,,중개거래,강원 고성군
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,202304,8,"16,700",15,2006,아야진해변길 1,,중개거래,강원 속초시
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,202304,15,"19,000",13,2006,아야진해변길 1,,중개거래,강원 속초시
강원도 동해시 대진동,02월 02일,2,2,화목썬빌리지,84.863,202304,21,"16,900",4,2015,일출로 432,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",45,202304,5,"6,100",3,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",59.3575,202304,6,"9,650",6,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",84.5525,202304,13,"16,800",14,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,73.4675,202304,7,"13,300",11,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,84.5525,202304,12,"14,900",7,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,457,457,0,북삼2차웰메이드타운,66.8997,202304,6,"22,000",3,2019,효자로 636-2,,중개거래,강원 동해시
강원도 동해시 동회동,457,457,0,북삼2차웰메이드타운,84.6872,202304,8,"30,900",18,2019,효자로 636-2,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대4차,45,202304,9,"6,700",7,1998,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대4차,45,202304,26,"6,400",9,1998,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,86,86,0,협성2차,59.6,202304,10,"7,500",3,1999,효자남길 8-7,,중개거래,"강원 동해시, 강원 삼척시"
강원도 동해시 발한동,233-67,233,67,강경,46.54,202304,12,"3,800",4,1991,지리골길 36,,중개거래,강원 동해시
강원도 동해시 발한동,599-45,599,45,경민1차,63.16,202304,1,"4,000",5,1990,수원지2길 12-9,,직거래,-
강원도 동해시 발한동,599-45,599,45,경민1차,54.63,202304,13,"5,700",1,1990,수원지2길 12-13,,중개거래,강원 동해시
강원도 동해시 발한동,599-5,599,5,경민2차,64.3,202304,5,"3,700",5,1991,수원지2길 6-13,,중개거래,강원 동해시
강원도 동해시 발한동,253,253,0,대림,81.2342,202304,17,"15,600",6,2001,관사길 6,,직거래,-
강원도 동해시 발한동,802,802,0,동해KD아람채,84.9369,202304,4,"28,000",18,2019,지리골길 33,,중개거래,강원 동해시
강원도 동해시 발한동,599-31,599,31,유성,24.84,202304,10,"1,500",1,1989,수원지2길 24,,중개거래,강원 동해시
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,202304,15,"24,500",15,2018,지리골길 31,,중개거래,강원 동해시
강원도 동해시 부곡동,09월 02일,9,2,동성,61.56,202304,14,"4,500",2,1987,부곡4길 26,,중개거래,강원 동해시
강원도 동해시 부곡동,126-1,126,1,삼정상가2차,59.94,202304,8,"12,200",9,1994,임항로 55,,직거래,-
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,49.89,202304,5,"4,000",4,1991,부곡4길 10,,중개거래,강원 동해시
강원도 동해시 부곡동,64,64,0,성협1차,65.34,202304,25,"5,400",1,1990,수원지1길 16,,중개거래,강원 동해시
강원도 동해시 부곡동,111-1,111,1,유존,35.045,202304,2,"3,500",2,1995,부곡2길 26,,중개거래,강원 동해시
강원도 동해시 부곡동,106-4,106,4,천보맨션,66.52,202304,3,"5,800",2,1994,부곡3길 26-13,,중개거래,강원 동해시
강원도 동해시 북평동,327,327,0,e편한세상동해,84.98,202304,3,"34,300",18,2020,단봉길 39,,중개거래,강원 동해시
강원도 동해시 북평동,151-5,151,5,북평주공2차,39.3,202304,3,"5,500",3,1989,전천로 270,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202304,5,"6,500",13,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202304,8,"6,400",6,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202304,10,"8,000",15,2012,효자로 572-1,,직거래,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202304,11,"6,450",4,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202304,12,"8,700",1,2012,효자로 572-1,,직거래,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202304,15,"9,250",3,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 어달동,1-83,1,83,삼본임대,40.965,202304,12,"8,600",4,1996,해맞이길 231,,중개거래,강원 동해시
강원도 동해시 용정동,250-1,250,1,승우,59.96,202304,7,"6,000",2,1993,봉오동길 22,,중개거래,강원 동해시
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,84.9464,202304,4,"25,500",12,2019,동해대로 4833,,중개거래,강원 동해시
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,84.9464,202304,6,"25,500",10,2019,동해대로 4833,,중개거래,"강원 동해시, 인천 서구"
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202304,1,"6,400",11,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202304,5,"6,300",9,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202304,10,"6,800",9,1999,이원길 180-2,,직거래,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202304,22,"6,200",1,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202304,19,"9,400",5,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,172,172,0,현대,84.99,202304,24,"13,700",4,1996,이원길 180,,중개거래,강원 동해시
강원도 동해시 천곡동,1077-2,1077,2,동아,77.58,202304,7,"11,400",2,1992,천곡로 56-3,,중개거래,강원 동해시
강원도 동해시 천곡동,1077-2,1077,2,동아,84.97,202304,19,"13,200",9,1992,천곡로 56-3,,중개거래,강원 동해시
강원도 동해시 천곡동,1077-16,1077,16,리더스빌,123.48,202304,25,"14,500",1,1995,샘실3길 82-4,,중개거래,강원 동해시
강원도 동해시 천곡동,1077,1077,0,삼성,84.99,202304,3,"16,000",13,1991,대학로 31,,중개거래,강원 동해시
강원도 동해시 천곡동,1111,1111,0,천곡금호어울림라포레,64.8964,202304,17,"23,800",2,2020,항골길 65,,중개거래,강원 동해시
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,51.13,202304,19,"8,900",1,1983,천곡로 20,,중개거래,강원 동해시
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,44.78,202304,22,"5,300",5,1983,천곡로 20,,중개거래,강원 동해시
강원도 동해시 천곡동,306,306,0,천곡주공3차,49.22,202304,17,"8,200",3,1985,동굴로 61-19,,직거래,-
강원도 동해시 천곡동,306,306,0,천곡주공3차,59.3,202304,19,"6,500",3,1985,동굴로 61-19,,직거래,-
강원도 동해시 천곡동,794,794,0,한양3차,72.71,202304,13,"9,500",2,1992,천곡로 15,,중개거래,강원 동해시
강원도 동해시 천곡동,1103,1103,0,한양수자인,70.435,202304,7,"20,500",11,2016,평릉1길 37-1,,중개거래,강원 동해시
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,202304,21,"15,500",15,1992,한섬로 8,,중개거래,강원 동해시
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202304,4,"17,000",7,2010,평원로 115,,중개거래,강원 동해시
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202304,11,"17,400",11,2010,평원로 115,,중개거래,강원 동해시
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9514,202304,17,"16,500",8,2010,평원로 115,,중개거래,강원 동해시
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202304,20,"15,100",2,2010,평원로 115,,중개거래,강원 동해시
강원도 동해시 효가동,480,480,0,동아더프라임1단지,59.9798,202304,7,"15,600",6,2013,양지길 20-2,,중개거래,강원 동해시
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9714,202304,17,"18,000",5,2013,양지길 20-2,,중개거래,강원 동해시
강원도 삼척시 갈천동,227,227,0,트루엘시그니처,59.7471,202304,10,"22,000",19,2021,동해대로 4360,,중개거래,강원 동해시
강원도 삼척시 건지동,176,176,0,코아루플러스,84.774,202304,19,"22,750",15,2015,엑스포로 173,,중개거래,강원 삼척시
강원도 삼척시 교동,130-2,130,2,강부2,49.815,202304,20,"6,500",11,1993,동해대로 4122-27,,중개거래,강원 삼척시
강원도 삼척시 교동,130-2,130,2,강부2,49.815,202304,27,"6,000",12,1993,동해대로 4122-27,,중개거래,강원 삼척시
강원도 삼척시 교동,733-1,733,1,교동코아루,60,202304,4,"9,500",12,2005,교동로 133,,중개거래,강원 삼척시
강원도 삼척시 교동,733-1,733,1,교동코아루,84.929,202304,21,"20,800",14,2005,교동로 133,,중개거래,강원 삼척시
강원도 삼척시 교동,659,659,0,우평아트리움,45.03,202304,14,"12,000",6,2014,대학로 83,,직거래,-
강원도 삼척시 교동,781,781,0,코아루타워,59.82,202304,10,"18,000",24,2014,교동로 97,,중개거래,강원 삼척시
강원도 삼척시 교동,781,781,0,코아루타워,96.49,202304,15,"32,000",17,2014,교동로 97,,중개거래,강원 삼척시
강원도 삼척시 남양동,338,338,0,동화3차,84.9,202304,3,"14,500",4,1994,남양길 14-17,,직거래,-
강원도 삼척시 남양동,12월 16일,16,12,한도맨션,106.92,202304,19,"19,000",5,1994,사대안1길 24-5,,중개거래,강원 삼척시
강원도 삼척시 남양동,347,347,0,한흥1,63.93,202304,11,"6,500",1,1985,척주로 70,,중개거래,강원 삼척시
강원도 삼척시 도계읍 도계리,325-1,325,1,한림,47.25,202304,3,"2,000",2,1989,도계대한길 93,,직거래,-
강원도 삼척시 사직동,319-1,319,1,원조임대,59.886,202304,19,"6,500",6,1997,사직로4길 40-11,,중개거래,강원 삼척시
강원도 삼척시 성북동,Jan-67,67,1,명보1,59.85,202304,6,"5,900",3,1991,오십천로 333,,중개거래,강원 삼척시
강원도 삼척시 원당동,173,173,0,삼척원당장기임대,47.31,202304,10,"4,300",1,1992,원당로2길 20,,중개거래,강원 삼척시
강원도 삼척시 정상동,356-2,356,2,강부3차,27.36,202304,5,"3,300",9,1995,동해대로 4122-20,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202304,9,"7,900",6,1998,청석로 78,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-3,457,3,석미,39.87,202304,24,"5,500",15,1998,청석로 78,,직거래,-
강원도 삼척시 정상동,455-1,455,1,영진(다),51.09,202304,5,"3,200",5,1990,동해대로 4025-10,,중개거래,강원 삼척시
강원도 삼척시 정상동,455-2,455,2,영진(라),49.94,202304,25,"4,050",3,1992,동해대로 4025-10,,직거래,-
강원도 삼척시 정상동,316-3,316,3,유성,39.48,202304,17,"4,700",6,1999,동해대로 4044-13,,직거래,-
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202304,21,"7,000",4,1999,동해대로 4044-13,,중개거래,강원 삼척시
강원도 삼척시 정상동,454,454,0,정상주공,32.43,202304,20,"4,000",5,1988,척주로 128,,중개거래,강원 삼척시
강원도 삼척시 정상동,473,473,0,현진에버빌,84.999,202304,12,"27,000",13,2005,정상로 35,,중개거래,강원 삼척시
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,202304,3,"23,000",6,2011,동해대로 4284,,중개거래,"강원 고성군, 강원 속초시"
강원도 속초시 교동,783,783,0,대명늘푸른,84.6036,202304,13,"22,000",5,2000,미시령로3337번길 7,,중개거래,강원 속초시
강원도 속초시 교동,783,783,0,대명늘푸른,84.6036,202304,27,"20,000",14,2000,미시령로3337번길 7,,중개거래,강원 속초시
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,202304,6,"20,000",11,1992,미시령로 3409,,중개거래,강원 속초시
