﻿시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경상남도 함양군 함양읍 교산리,968-2,968,2,함양,82.26,202304,19,"9,400",3,1989,함양여중길 18-20,,직거래,-
경상남도 함양군 함양읍 교산리,257,257,0,함양웰가센트뷰,84.9506,202304,7,"36,300",16,2019,함양로 1206-71,,중개거래,경남 함양군
경상남도 함양군 함양읍 교산리,160,160,0,함양한주,59.78,202304,17,"15,000",14,1997,교산3길 6,,중개거래,경남 함양군
경상남도 합천군 초계면 아막리,116-6,116,6,초계빌라(1차),67.89,202304,21,"4,000",1,1990,아막재로 17,,직거래,-
경상남도 합천군 합천읍 영창리,535-9,535,9,주공,59.99,202304,3,"16,000",4,2004,충효로 152,,직거래,-
경상남도 합천군 합천읍 합천리,940-13,940,13,선우H타운,84.865,202304,3,"32,947",20,2021,장수로 18,,직거래,-
경상남도 합천군 합천읍 합천리,869-12,869,12,황강하이츠타운,56.61,202304,12,"8,500",4,1993,충효로 13,,직거래,-
경상북도 경산시 계양동,669,669,0,계양주공,39.72,202304,9,"8,900",2,1985,원효로32길 20,,중개거래,경북 경산시
경상북도 경산시 계양동,669,669,0,계양주공,46.74,202304,23,"11,300",2,1985,원효로32길 20,,중개거래,경북 경산시
경상북도 경산시 대평동,428-1,428,1,대평그린빌,84.03,202304,22,"23,000",11,2004,경안로69길 12,,중개거래,경북 경산시
경상북도 경산시 대평동,463,463,0,협성휴포레경산대평,84.9438,202304,1,"31,200",14,2018,대평길 8,,중개거래,경북 경산시
경상북도 경산시 대평동,463,463,0,협성휴포레경산대평,67.9184,202304,2,"24,000",20,2018,대평길 8,,직거래,-
경상북도 경산시 백천동,619,619,0,경산 삼도뷰엔빌W,70.9683,202304,1,"25,500",23,2018,경청로222길 34,,중개거래,경북 경산시
경상북도 경산시 백천동,619,619,0,경산 삼도뷰엔빌W,70.9683,202304,10,"26,200",14,2018,경청로222길 34,,중개거래,경북 경산시
경상북도 경산시 백천동,619,619,0,경산 삼도뷰엔빌W,59.8493,202304,11,"23,000",11,2018,경청로222길 34,,중개거래,경북 경산시
경상북도 경산시 백천동,619,619,0,경산 삼도뷰엔빌W,59.8493,202304,11,"23,500",6,2018,경청로222길 34,,중개거래,경북 경산시
경상북도 경산시 백천동,619,619,0,경산 삼도뷰엔빌W,84.9688,202304,19,"30,500",17,2018,경청로222길 34,,중개거래,경북 경산시
경상북도 경산시 백천동,619,619,0,경산 삼도뷰엔빌W,70.9683,202304,22,"24,900",17,2018,경청로222길 34,,중개거래,경북 경산시
경상북도 경산시 백천동,588-1,588,1,경산백천신나리,84.9319,202304,14,"16,750",2,2005,경청로222길 8,,중개거래,대구 수성구
경상북도 경산시 백천동,115-7,115,7,윤성2차타운,59.85,202304,5,"10,000",6,1995,백천길 29,,중개거래,경북 경산시
경상북도 경산시 백천동,115-7,115,7,윤성2차타운,59.85,202304,13,"9,000",2,1995,백천길 29,,중개거래,대구 수성구
경상북도 경산시 사동,662-1,662,1,부영1차,59.889,202304,2,"12,700",4,2001,백자로20길 53,,중개거래,경북 경산시
경상북도 경산시 사동,662-1,662,1,부영1차,59.889,202304,8,"11,350",4,2001,백자로20길 53,,중개거래,경북 경산시
경상북도 경산시 사동,650-1,650,1,부영2차,84.9768,202304,8,"15,000",2,2001,장산로 319,,중개거래,경북 경산시
경상북도 경산시 사동,650-1,650,1,부영2차,84.9768,202304,12,"17,000",17,2001,장산로 319,,중개거래,대구 수성구
경상북도 경산시 사동,650-1,650,1,부영2차,84.9768,202304,18,"17,000",10,2001,장산로 319,,중개거래,경북 경산시
경상북도 경산시 사동,650-1,650,1,부영2차,84.9768,202304,18,"17,000",16,2001,장산로 319,,중개거래,경북 경산시
경상북도 경산시 사동,659-1,659,1,부영3차원앙마을,84.9751,202304,1,"16,000",8,2003,백자로20길 9,,중개거래,경북 경산시
경상북도 경산시 사동,21,21,0,사동2지구화성파크드림,119.0504,202304,2,"44,700",7,2010,삼성현로91길 45,,중개거래,경북 경산시
경상북도 경산시 사동,297,297,0,팰리스부영2단지,84.9898,202304,2,"27,000",4,2020,삼성현로91길 10,,직거래,-
경상북도 경산시 사동,297,297,0,팰리스부영2단지,84.9898,202304,8,"28,500",9,2020,삼성현로91길 10,,중개거래,경북 경산시
경상북도 경산시 사동,297,297,0,팰리스부영2단지,84.9898,202304,11,"26,000",5,2020,삼성현로91길 10,,직거래,-
경상북도 경산시 사정동,124,124,0,옥산삼산타운,23.1,202304,18,"4,750",8,1995,선비길 57,,중개거래,경북 경산시
경상북도 경산시 사정동,124,124,0,옥산삼산타운,134.94,202304,19,"23,000",6,1995,선비길 57,,중개거래,경북 경산시
경상북도 경산시 삼북동,27,27,0,삼북주공,59.96,202304,9,"10,700",8,1997,장산로 152,,중개거래,경북 경산시
경상북도 경산시 삼북동,274-35,274,35,용승원빌,79.683,202304,8,"9,900",4,2003,장산로25길 31,,중개거래,경북 경산시
경상북도 경산시 삼풍동,500-1,500,1,태왕드림하이츠,85,202304,14,"18,500",2,2001,삼풍로 13-7,,중개거래,경북 경산시
경상북도 경산시 삼풍동,500-1,500,1,태왕드림하이츠,73.444,202304,20,"19,000",7,2001,삼풍로 13-7,,중개거래,경북 경산시
경상북도 경산시 압량읍 부적리,777,777,0,부적주공,59.99,202304,8,"11,700",2,1997,26,,중개거래,"경북 경산시, 대구 수성구"
경상북도 경산시 압량읍 부적리,777,777,0,부적주공,49.13,202304,13,"10,300",3,1997,26,,중개거래,경북 경산시
경상북도 경산시 압량읍 부적리,777,777,0,부적주공,49.29,202304,15,"10,400",7,1997,26,,중개거래,경북 경산시
경상북도 경산시 압량읍 부적리,777,777,0,부적주공,59.99,202304,19,"13,500",12,1997,26,,중개거래,경북 경산시
경상북도 경산시 압량읍 신대리,481,481,0,경산코아루아파트,84.9886,202304,7,"27,000",16,2015,압독3로 36,,중개거래,경북 경산시
경상북도 경산시 옥곡동,830,830,0,동화프라임빌,84.7754,202304,12,"24,000",7,2004,경산로 25,,중개거래,경북 경산시
경상북도 경산시 옥곡동,832-1,832,1,부영두리마을(3단지),59.987,202304,7,"16,800",9,2006,강변서로 17,,중개거래,경북 경산시
경상북도 경산시 옥곡동,829-1,829,1,부영우리마을(2단지),84.9751,202304,3,"17,200",7,2005,경산로 26,,중개거래,경북 경산시
경상북도 경산시 옥곡동,831-1,831,1,부영조은마을(1단지),59.987,202304,8,"13,300",9,2004,경산로 21,20230410,중개거래,경북 경산시
경상북도 경산시 옥곡동,831-1,831,1,부영조은마을(1단지),59.987,202304,10,"13,300",9,2004,경산로 21,,중개거래,경북 경산시
경상북도 경산시 옥곡동,831-1,831,1,부영조은마을(1단지),59.987,202304,26,"16,700",7,2004,경산로 21,,중개거래,인천 서구
경상북도 경산시 옥산동,725-2,725,2,옥산신화평광,59.98,202304,2,"14,700",17,1996,경산로44길 29,,중개거래,경북 경산시
경상북도 경산시 옥산동,725-2,725,2,옥산신화평광,84.98,202304,3,"21,000",17,1996,경산로44길 29,,직거래,-
경상북도 경산시 옥산동,725-2,725,2,옥산신화평광,59.98,202304,10,"15,000",15,1996,경산로44길 29,,중개거래,경북 경산시
경상북도 경산시 옥산동,725-2,725,2,옥산신화평광,123.12,202304,13,"30,800",5,1996,경산로44길 29,,중개거래,경북 경산시
경상북도 경산시 옥산동,725-2,725,2,옥산신화평광,59.98,202304,15,"14,800",9,1996,경산로44길 29,,중개거래,경북 경산시
경상북도 경산시 옥산동,884-4,884,4,옥산해오름,49.8,202304,4,"9,500",4,1994,삼성현로31길 7,,중개거래,경북 경산시
경상북도 경산시 옥산동,884-4,884,4,옥산해오름,49.8,202304,28,"10,400",11,1994,삼성현로31길 7,,직거래,-
경상북도 경산시 옥산동,885,885,0,창신성암타운,84.99,202304,8,"16,900",14,1993,삼성현로31길 12,,중개거래,"경북 경산시, 대구 수성구"
경상북도 경산시 옥산동,885,885,0,창신성암타운,53.82,202304,25,"9,800",15,1993,삼성현로31길 12,,중개거래,경북 경산시
경상북도 경산시 옥산동,884-2,884,2,청구,71.94,202304,26,"17,600",11,1993,성암로8길 24,,중개거래,인천 서구
경상북도 경산시 정평동,222,222,0,태왕귀빈타운,59.34,202304,5,"14,600",5,1993,대학로12길 24,,중개거래,경북 경산시
경상북도 경산시 정평동,222,222,0,태왕귀빈타운,75.49,202304,26,"17,800",4,1993,대학로12길 24,,중개거래,경북 경산시
경상북도 경산시 정평동,255-35,255,35,한솔2차,59.92,202304,25,"15,000",23,1998,대학로13길 42,,직거래,-
경상북도 경산시 정평동,240,240,0,현대,84.93,202304,1,"16,000",1,1992,강변서로51길 15-6,,중개거래,경북 경산시
경상북도 경산시 정평동,130,130,0,현대타운,84.99,202304,1,"26,000",9,1996,대학로9길 8,,중개거래,경북 경산시
경상북도 경산시 정평동,130,130,0,현대타운,84.99,202304,4,"27,500",12,1996,대학로9길 8,,중개거래,경북 경산시
경상북도 경산시 정평동,130,130,0,현대타운,84.99,202304,19,"18,000",2,1996,대학로9길 8,,직거래,-
경상북도 경산시 정평동,130,130,0,현대타운,59.82,202304,21,"17,500",6,1996,대학로9길 8,,직거래,-
경상북도 경산시 정평동,130,130,0,현대타운,59.82,202304,26,"17,700",4,1996,대학로9길 8,,중개거래,경북 경산시
경상북도 경산시 중방동,893,893,0,중방e-편한세상1단지,101.49,202304,8,"45,000",8,2010,대학로32길 12,,중개거래,경북 경산시
경상북도 경산시 중방동,894,894,0,중방e-편한세상2단지,121.929,202304,1,"50,000",15,2010,대학로28길 31,,중개거래,경북 경산시
경상북도 경산시 중방동,894,894,0,중방e-편한세상2단지,84.973,202304,11,"40,700",7,2010,대학로28길 31,,중개거래,경북 경산시
경상북도 경산시 중방동,895,895,0,중방e-편한세상3단지,121.929,202304,1,"52,000",7,2010,경안로56길 14,,중개거래,경북 경산시
경상북도 경산시 중방동,895,895,0,중방e-편한세상3단지,121.929,202304,7,"56,000",18,2010,경안로56길 14,,중개거래,경북 경산시
경상북도 경산시 중방동,895,895,0,중방e-편한세상3단지,84.895,202304,7,"36,000",17,2010,경안로56길 14,,중개거래,경북 경산시
경상북도 경산시 중산동,Mar-35,35,3,경남신성,59.94,202304,1,"15,400",6,1996,성암로21길 69,,중개거래,대구 달서구
경상북도 경산시 중산동,Mar-35,35,3,경남신성,59.94,202304,1,"16,000",18,1996,성암로21길 69,,중개거래,경북 경산시
경상북도 경산시 중산동,Mar-35,35,3,경남신성,59.94,202304,3,"16,900",11,1996,성암로21길 69,,중개거래,경북 경산시
경상북도 경산시 중산동,Mar-35,35,3,경남신성,59.94,202304,12,"14,700",10,1996,성암로21길 69,,중개거래,경북 경산시
경상북도 경산시 중산동,Mar-35,35,3,경남신성,59.94,202304,21,"15,000",15,1996,성암로21길 69,,중개거래,경북 경산시
경상북도 경산시 중산동,Mar-35,35,3,경남신성,59.94,202304,24,"19,000",20,1996,성암로21길 69,,중개거래,경북 경산시
경상북도 경산시 중산동,Feb-36,36,2,옥산태왕ㆍ한라타운,59.99,202304,10,"14,000",12,1996,대학로8길 32,,중개거래,"경북 경산시, 대구 달서구"
경상북도 경산시 중산동,693,693,0,중산하늘채더퍼스트,84.4176,202304,10,"47,000",13,2021,경산로 280,,직거래,-
경상북도 경산시 중산동,693,693,0,중산하늘채더퍼스트,84.6477,202304,27,"42,000",20,2021,경산로 280,,직거래,-
경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,84.9772,202304,1,"41,000",13,2017,펜타힐즈2로 60,,중개거래,경북 경산시
경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,72.7097,202304,2,"37,800",16,2017,펜타힐즈2로 60,,중개거래,경북 경산시
경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,84.9772,202304,6,"41,200",28,2017,펜타힐즈2로 60,,중개거래,경북 경산시
경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,113.1952,202304,6,"55,000",2,2017,펜타힐즈2로 60,,중개거래,경북 경산시
경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,63.4751,202304,7,"33,000",17,2017,펜타힐즈2로 60,,중개거래,"경북 경산시, 대구 수성구"
경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,84.9772,202304,9,"40,000",6,2017,펜타힐즈2로 60,,중개거래,경북 경산시
경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,84.7963,202304,10,"41,500",5,2017,펜타힐즈2로 60,,중개거래,경북 경산시
경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,113.1952,202304,21,"61,500",35,2017,펜타힐즈2로 60,,중개거래,경북 경산시
경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,84.9772,202304,24,"42,000",30,2017,펜타힐즈2로 60,,중개거래,"경북 경산시, 대구 수성구"
경상북도 경산시 중산동,624,624,0,펜타힐즈서한이다음,72.8234,202304,1,"35,800",30,2014,옥산로 217,,중개거래,경북 경산시
경상북도 경산시 중산동,624,624,0,펜타힐즈서한이다음,72.8234,202304,1,"34,500",11,2014,옥산로 217,,중개거래,경북 경산시
경상북도 경산시 중산동,624,624,0,펜타힐즈서한이다음,84.8083,202304,1,"38,800",26,2014,옥산로 217,,중개거래,경북 경산시
경상북도 경산시 중산동,663,663,0,펜타힐즈푸르지오,84.2875,202304,1,"46,400",14,2019,펜타힐즈2로 20,,중개거래,"경북 경산시, 대구 수성구"
경상북도 경산시 중산동,663,663,0,펜타힐즈푸르지오,84.2875,202304,6,"47,000",14,2019,펜타힐즈2로 20,,중개거래,경북 경산시
경상북도 경산시 중산동,663,663,0,펜타힐즈푸르지오,84.8699,202304,8,"42,000",5,2019,펜타힐즈2로 20,,중개거래,경북 경산시
경상북도 경산시 중산동,663,663,0,펜타힐즈푸르지오,84.2673,202304,8,"42,800",15,2019,펜타힐즈2로 20,,중개거래,경북 경산시
경상북도 경산시 중산동,663,663,0,펜타힐즈푸르지오,106.3379,202304,11,"62,000",33,2019,펜타힐즈2로 20,,중개거래,경북 경산시
경상북도 경산시 중산동,663,663,0,펜타힐즈푸르지오,84.2875,202304,16,"41,300",4,2019,펜타힐즈2로 20,,중개거래,경북 경산시
경상북도 경산시 진량읍 봉회리,Jan-71,71,1,경산1차삼주봉황타운,59.26,202304,5,"7,200",20,1996,봉황길 31,,직거래,-
경상북도 경산시 진량읍 봉회리,Jan-71,71,1,경산1차삼주봉황타운,33.54,202304,11,"3,750",17,1996,봉황길 31,,중개거래,경북 경산시
경상북도 경산시 진량읍 부기리,565-2,565,2,창신무학타운,59.91,202304,1,"8,400",10,1996,금호강변로 820,,중개거래,"경북 경산시, 대구 중구"
경상북도 경산시 진량읍 부기리,565-2,565,2,창신무학타운,59.91,202304,6,"8,300",5,1996,금호강변로 820,,중개거래,경북 경산시
경상북도 경산시 진량읍 부기리,565-2,565,2,창신무학타운,59.91,202304,20,"8,000",7,1996,금호강변로 820,,중개거래,경북 경산시
경상북도 경산시 진량읍 북리,100,100,0,경산4차삼주봉황타운,59.62,202304,26,"7,500",2,1998,봉황길 72,,중개거래,경북 경산시
경상북도 경산시 진량읍 북리,122-3,122,3,우림필유,120.4213,202304,13,"28,400",11,2007,봉황길 53,,중개거래,경북 경산시
경상북도 경산시 진량읍 선화리,1089,1089,0,경산1차윤성,59.94,202304,4,"6,000",7,1995,선화로20길 25,,중개거래,경북 경산시
경상북도 경산시 진량읍 선화리,1089,1089,0,경산1차윤성,40.58,202304,10,"4,850",7,1995,선화로20길 25,,중개거래,경북 경산시
경상북도 경산시 진량읍 선화리,731,731,0,경산선화청구타운,59.91,202304,3,"6,000",3,1997,영청길 22,,직거래,-
경상북도 경산시 진량읍 선화리,731,731,0,경산선화청구타운,59.91,202304,6,"8,250",14,1997,영청길 22,,직거래,-
경상북도 경산시 진량읍 선화리,2206,2206,0,경산진량호반써밋더포레스트,59.9909,202304,5,"23,900",12,2020,선항6길 30,,중개거래,경북 경산시
경상북도 경산시 진량읍 선화리,2206,2206,0,경산진량호반써밋더포레스트,59.9909,202304,29,"25,000",13,2020,선항6길 30,,중개거래,경북 경산시
경상북도 경산시 진량읍 선화리,1990,1990,0,이안경산진량아파트,74.8265,202304,1,"25,200",10,2017,일연로 747,,중개거래,경북 경산시
경상북도 경산시 진량읍 선화리,1990,1990,0,이안경산진량아파트,84.891,202304,12,"28,000",7,2017,일연로 747,,중개거래,경북 경산시
경상북도 경산시 진량읍 선화리,1990,1990,0,이안경산진량아파트,59.893,202304,17,"18,200",7,2017,일연로 747,,중개거래,경북 경산시
경상북도 경산시 진량읍 선화리,1990,1990,0,이안경산진량아파트,59.893,202304,21,"18,400",8,2017,일연로 747,,중개거래,경북 경산시
경상북도 경산시 진량읍 신상리,868,868,0,경산우방힐타운,30,202304,16,"4,400",18,1999,공단로 527,,중개거래,경북 경산시
경상북도 경산시 진량읍 양기리,403-3,403,3,초원장미타운,59.88,202304,5,"6,200",1,1996,초원길 53-4,,중개거래,경북 경산시
경상북도 경산시 진량읍 양기리,403-3,403,3,초원장미타운,59.88,202304,8,"6,100",6,1996,초원길 53-4,,중개거래,경북 경산시
경상북도 경산시 진량읍 황제리,Jan-70,70,1,창신황제타운,59.91,202304,1,"5,700",19,1996,황제1길 86-31,,중개거래,경북 경산시
경상북도 경산시 진량읍 황제리,Jan-70,70,1,창신황제타운,50.18,202304,21,"5,000",4,1996,황제1길 86-31,,중개거래,경북 경산시
경상북도 경산시 진량읍 황제리,Jan-70,70,1,창신황제타운,59.91,202304,25,"7,000",5,1996,황제1길 86-31,,직거래,-
경상북도 경산시 하양읍 금락리,392-1,392,1,경산하양롯데,84.89,202304,18,"21,500",10,1999,대학로298길 20-9,,직거래,-
경상북도 경산시 하양읍 금락리,392-1,392,1,경산하양롯데,84.89,202304,26,"20,500",14,1999,대학로298길 20-9,,중개거래,경북 경산시
경상북도 경산시 하양읍 금락리,391-1,391,1,하양금락우방(4차),84.97,202304,13,"23,000",13,1997,대학로298길 19-3,,중개거래,경북 경산시
경상북도 경산시 하양읍 금락리,391-1,391,1,하양금락우방(4차),43.26,202304,19,"8,100",14,1997,대학로298길 19-3,,중개거래,경북 경산시
경상북도 경산시 하양읍 금락리,408-1,408,1,하양평광아파트,59.95,202304,12,"13,200",2,1998,대학로295길 42,,중개거래,경북 경산시
경상북도 경산시 하양읍 금락리,408-1,408,1,하양평광아파트,59.95,202304,12,"13,200",2,1998,대학로295길 42,,중개거래,경북 경산시
경상북도 경산시 하양읍 금락리,408-1,408,1,하양평광아파트,59.95,202304,17,"14,200",20,1998,대학로295길 42,,직거래,-
경상북도 경산시 하양읍 금락리,408-1,408,1,하양평광아파트,59.96,202304,19,"12,000",8,1998,대학로295길 42,,직거래,-
경상북도 경산시 하양읍 동서리,747,747,0,삼우궁전맨션,59.91,202304,21,"8,000",8,1992,조산천동길 16,,중개거래,경북 경산시
경상북도 경산시 하양읍 동서리,1218,1218,0,하양2차코아루,84.9152,202304,7,"25,000",7,2017,하양로37길 19,,직거래,-
경상북도 경산시 하양읍 동서리,1218,1218,0,하양2차코아루,75.9994,202304,7,"21,500",2,2017,하양로37길 19,,중개거래,경북 경산시
경상북도 경산시 하양읍 동서리,1218,1218,0,하양2차코아루,84.9152,202304,10,"24,950",5,2017,하양로37길 19,,중개거래,경북 경산시
경상북도 경산시 하양읍 동서리,1220,1220,0,하양코아루3차,84.7392,202304,17,"24,900",6,2017,하양로37길 33,,중개거래,경북 경산시
경상북도 경산시 하양읍 서사리,351,351,0,경산하양우미린더센트럴,84.9531,202304,12,"30,000",22,2021,서사도리로 70,,직거래,-
경상북도 경산시 하양읍 서사리,351,351,0,경산하양우미린더센트럴,84.9644,202304,16,"34,500",1,2021,서사도리로 70,,중개거래,경북 경산시
경상북도 경산시 하양읍 서사리,349,349,0,경산하양호반써밋더퍼스트,84.8778,202304,1,"33,000",23,2021,서사도리로 80,,중개거래,경북 경산시
경상북도 경산시 하양읍 서사리,349,349,0,경산하양호반써밋더퍼스트,84.8778,202304,12,"34,800",30,2021,서사도리로 80,,중개거래,경북 경산시
경상북도 경산시 하양읍 서사리,349,349,0,경산하양호반써밋더퍼스트,84.5257,202304,24,"33,600",19,2021,서사도리로 80,20230425,중개거래,경북 경산시
경상북도 경산시 하양읍 서사리,349,349,0,경산하양호반써밋더퍼스트,84.5257,202304,24,"33,600",19,2021,서사도리로 80,,중개거래,경북 경산시
경상북도 경산시 하양읍 서사리,349,349,0,경산하양호반써밋더퍼스트,84.8778,202304,24,"32,500",12,2021,서사도리로 80,,중개거래,경북 경산시
경상북도 경산시 하양읍 서사리,349,349,0,경산하양호반써밋더퍼스트,84.5257,202304,29,"33,000",28,2021,서사도리로 80,,중개거래,경북 경산시
경상북도 경주시 감포읍 감포리,454,454,0,자연과사람,45.6595,202304,12,"8,100",7,2013,감포로7길 43-3,,직거래,-
경상북도 경주시 강동면 유금리,378,378,0,위덕삼성타운,49.528,202304,26,"5,000",4,1999,동해대로 166-11,,직거래,-
경상북도 경주시 건천읍 천포리,1109,1109,0,전원홈그린,39.9625,202304,5,"4,100",3,2000,단석로 1830-6,,직거래,-
경상북도 경주시 건천읍 천포리,1109,1109,0,전원홈그린,39.9625,202304,5,"4,050",4,2000,단석로 1830-6,,직거래,-
경상북도 경주시 구정동,109-1,109,1,삼양하나로타운,84.99,202304,24,"7,900",1,1997,천사1길 23-1,,직거래,-
경상북도 경주시 도지동,지구BL 34-7,34,7,비룡벨로스텔라5차,84.8598,202304,7,"12,311",4,2017,능원안길 20,,직거래,-
경상북도 경주시 동천동,681-1,681,1,경주우방타운,84.91,202304,9,"19,800",8,1997,백률로57번길 22,,중개거래,경북 경주시
경상북도 경주시 동천동,681-1,681,1,경주우방타운,84.91,202304,10,"19,000",5,1997,백률로57번길 22,,중개거래,경북 경주시
경상북도 경주시 동천동,681-1,681,1,경주우방타운,75.6,202304,11,"14,350",1,1997,백률로57번길 22,,중개거래,경북 경주시
경상북도 경주시 동천동,921,921,0,동보에이스201동,59.9131,202304,25,"16,000",9,2002,초당길 20,,중개거래,경북 경주시
경상북도 경주시 동천동,937,937,0,동원맨션,84.91,202304,7,"9,500",7,1993,초당길43번길 23,,직거래,-
경상북도 경주시 동천동,937,937,0,동원맨션,84.91,202304,8,"9,500",10,1993,초당길43번길 23,,중개거래,경북 경주시
경상북도 경주시 동천동,702-12,702,12,우주로얄맨션,84.66,202304,22,"14,500",3,1992,대안길35번길 12-1,,중개거래,경북 경주시
경상북도 경주시 동천동,989,989,0,푸르지오,149.024,202304,10,"48,000",10,2010,백률로 7,,중개거래,경북 경주시
경상북도 경주시 마동,1082-54,1082,54,명진,59.97,202304,13,"3,000",5,1999,시래둑길 101,,직거래,-
경상북도 경주시 성동동,228-2,228,2,장미동산타워,84.96,202304,27,"15,000",3,1992,동문로 68,,직거래,-
경상북도 경주시 안강읍 근계리,1418-160,1418,160,(한신)강변타운,84.72,202304,18,"3,800",5,1991,근계1길 2-1,,중개거래,경북 경주시
경상북도 경주시 안강읍 산대리,1914-15,1914,15,성봉파크,57.31,202304,3,"2,800",4,1992,화전길 41-5,,중개거래,경북 경주시
경상북도 경주시 안강읍 산대리,2086-20,2086,20,신우,59.54,202304,13,"2,900",5,1989,화전길 121,,직거래,-
경상북도 경주시 안강읍 산대리,Feb-93,2393,2,안강삼도타운,59.94,202304,29,"5,600",13,1994,구부랑4길 24-4,,중개거래,경북 경주시
경상북도 경주시 안강읍 산대리,2378,2378,0,안강에덴타운,40,202304,4,"3,800",1,1996,구부랑4길 24-22,,직거래,-
경상북도 경주시 안강읍 산대리,2378,2378,0,안강에덴타운,40,202304,14,"3,300",3,1996,구부랑4길 24-13,,직거래,-
경상북도 경주시 안강읍 산대리,2378,2378,0,안강에덴타운,40,202304,19,"2,200",6,1996,구부랑4길 24-13,,중개거래,대구 수성구
경상북도 경주시 안강읍 산대리,2378,2378,0,안강에덴타운,40,202304,20,"4,500",3,1996,구부랑4길 24-13,,직거래,-
경상북도 경주시 안강읍 산대리,2380,2380,0,안강우방타운1차,59.985,202304,8,"6,300",4,1993,구부랑길 73,,직거래,-
경상북도 경주시 안강읍 산대리,2380,2380,0,안강우방타운1차,59.985,202304,10,"5,500",7,1993,구부랑길 73,,중개거래,경북 경주시
경상북도 경주시 안강읍 산대리,2380,2380,0,안강우방타운2차,59.985,202304,25,"5,950",6,1993,구부랑길 74,,중개거래,경북 경주시
경상북도 경주시 안강읍 산대리,1963,1963,0,일천푸른마을,59.6809,202304,28,"7,950",8,2002,화전남1길 7-6,,중개거래,경북 경주시
경상북도 경주시 안강읍 산대리,1346-9,1346,9,한동그린타운,39.9738,202304,24,"2,000",5,1999,피일길 82,,중개거래,대구 수성구
경상북도 경주시 안강읍 산대리,1346-3,1346,3,한동화성타운,59.97,202304,3,"5,050",4,1998,피일길 86-17,,직거래,-
경상북도 경주시 안강읍 산대리,1346-3,1346,3,한동화성타운,59.97,202304,18,"3,500",5,1998,피일길 86-17,,중개거래,대구 수성구
경상북도 경주시 안강읍 안강리,424-1,424,1,경림소망,44.59,202304,6,"4,500",1,1988,안현로 1486-13,,직거래,-
경상북도 경주시 외동읍 모화리,210,210,0,성도대자연,59.84,202304,21,"5,200",10,1995,산업로 1768-16,,직거래,-
경상북도 경주시 외동읍 입실리,1396,1396,0,외동미소지움,84.8618,202304,6,"17,500",12,2018,외남로 1737-15,,중개거래,울산 남구
경상북도 경주시 외동읍 입실리,1396,1396,0,외동미소지움,59.649,202304,18,"14,300",5,2018,외남로 1737-15,,중개거래,경북 경주시
경상북도 경주시 외동읍 입실리,1396,1396,0,외동미소지움,84.9488,202304,19,"21,000",12,2018,외남로 1737-15,,중개거래,경북 경주시
경상북도 경주시 용강동,1291,1291,0,계림,49.2,202304,19,"7,400",5,1993,승삼2길 8,,중개거래,경북 경주시
경상북도 경주시 용강동,1291,1291,0,계림,49.2,202304,29,"7,950",14,1993,승삼2길 8,,중개거래,경북 경주시
경상북도 경주시 용강동,1348,1348,0,대신맨션2차,59.9675,202304,26,"7,700",18,1993,소금강로29번길 28,,중개거래,경북 경주시
경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,84.8978,202304,5,"40,700",12,2020,유림로 107,,중개거래,경북 경주시
경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,84.8978,202304,7,"40,700",10,2020,유림로 107,,중개거래,경북 경주시
경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,84.8978,202304,7,"40,000",8,2020,유림로 107,20230419,중개거래,경북 경주시
경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,84.8978,202304,8,"42,100",20,2020,유림로 107,,중개거래,경북 경주시
경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,84.8978,202304,10,"40,500",17,2020,유림로 107,,중개거래,경북 경주시
경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,74.9837,202304,11,"33,000",5,2020,유림로 107,,중개거래,경북 경주시
경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,84.8978,202304,12,"40,000",16,2020,유림로 107,,중개거래,경북 경주시
경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,84.7227,202304,14,"39,500",17,2020,유림로 107,,중개거래,경북 경주시
경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,84.8978,202304,19,"40,000",8,2020,유림로 107,,중개거래,경북 경주시
경상북도 경주시 용강동,1384,1384,0,삼환나우빌,84.95,202304,5,"29,700",11,2010,다불로 49,,중개거래,경북 경주시
경상북도 경주시 용강동,BL-84-1,84,1,용황kcc스위첸,72.947,202304,1,"27,600",3,2013,용황로10길 42,,중개거래,경북 경주시
경상북도 경주시 용강동,BL-84-1,84,1,용황kcc스위첸,84.381,202304,7,"27,700",1,2013,용황로10길 42,,중개거래,경북 경주시
